,SECCODE,DATE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
13032,LKOH,2007-10-08,52132,B,T,41.66853540923937,0.0005211101252011821,2185.07
13040,LKOH,2007-10-08,52160,B,T,2.501922091235257,0.00017938169614188992,2185.12
13041,LKOH,2007-10-08,52168,B,T,100.0,0.005500868020659244,2185.11
13042,LKOH,2007-10-08,52172,B,T,0.0011440966899070872,0.0013391393972219422,2185.13
13052,LKOH,2007-10-08,52215,B,T,0.002327820329684751,0.0011116244498892405,2186.5
13056,LKOH,2007-10-08,52226,B,T,66.8354288005723,0.0012028595694927096,2186.0
13092,LKOH,2007-10-08,52360,B,T,0.0004575591052074014,0.0009187732149411942,2185.51
13096,LKOH,2007-10-08,52385,S,T,0.05942585481807378,0.01987209307743976,2187.6
13099,LKOH,2007-10-08,52392,B,T,2.494453446898172,0.0025457180977562915,2187.0
13135,LKOH,2007-10-08,52501,B,T,-0.015897091076996786,0.0036477067782640553,2185.88
13163,LKOH,2007-10-08,52606,B,T,6.40303591281365,0.00021327779189910139,2185.66
13183,LKOH,2007-10-08,52686,B,T,-0.008281749297479745,0.0006142227930413142,2186.67
13188,LKOH,2007-10-08,52704,B,T,-0.0008460010755253586,0.005469811281151472,2186.6
13205,LKOH,2007-10-08,52768,B,T,13.79961745509042,0.00803246174893488,2186.05
13209,LKOH,2007-10-08,52779,B,T,-0.0013117491181144493,0.0005516813810472316,2186.67
13214,LKOH,2007-10-08,52795,S,T,-0.002369058564213357,0.0017411895213104865,2186.87
13222,LKOH,2007-10-08,52833,S,T,-22.12464199155011,0.016122352261033795,2187.11
13223,LKOH,2007-10-08,52835,B,T,8.522501177772796,0.0033955799858351268,2186.33
13231,LKOH,2007-10-08,52879,S,T,-100.0,0.025299577974257723,2187.29
13242,LKOH,2007-10-08,52942,B,T,0.01354217596387325,0.008486402587255954,2186.9
13244,LKOH,2007-10-08,52947,B,T,0.0010831015696546314,2.4101898550089303e-05,2187.0
13253,LKOH,2007-10-08,52981,B,T,0.0022541793393026,0.00017113472202211216,2187.5
13254,LKOH,2007-10-08,52985,B,T,0.021938043309354664,0.017803500556092474,2187.98
13272,LKOH,2007-10-08,53057,S,T,-100.00000000000001,0.001400861812702952,2187.78
13299,LKOH,2007-10-08,53159,S,T,0.009998475381598575,0.00033785877892474606,2187.29
13301,LKOH,2007-10-08,53169,B,T,4.573268122898111e-06,0.00011703113539429023,2186.63
13309,LKOH,2007-10-08,53212,S,T,-100.0,0.00019990996341141224,2187.0
13331,LKOH,2007-10-08,53285,S,T,0.0004574774692238223,0.006150703908471307,2185.9
13334,LKOH,2007-10-08,53298,S,T,-79.99817000640498,0.02661481533105797,2185.8
13364,LKOH,2007-10-08,53441,B,T,-0.000258429379004433,0.0049184130991666766,2183.06
13367,LKOH,2007-10-08,53462,B,T,0.020613834173147876,0.015560605812326225,2183.0
13371,LKOH,2007-10-08,53476,B,T,0.84885828086106,0.0038982529043114183,2183.01
13375,LKOH,2007-10-08,53489,B,T,38.18881345591192,0.002195772875635431,2183.37
13383,LKOH,2007-10-08,53507,B,T,5.59277307523154,0.0008076303091545427,2184.01
13395,LKOH,2007-10-08,53547,S,T,0.0,0.0020346283942980522,2184.7
13400,LKOH,2007-10-08,53572,B,T,0.0004123656547150783,0.002328332110383389,2182.53
13409,LKOH,2007-10-08,53611,S,T,-64.58918183243773,0.01335740925269912,2185.0
13419,LKOH,2007-10-08,53645,S,T,-11.986300751761998,0.0004684086827343632,2184.5
13422,LKOH,2007-10-08,53666,B,T,0.04422339133498889,0.0033393188280268103,2182.01
13426,LKOH,2007-10-08,53677,B,T,-0.04401448810233535,0.0031324386494818845,2181.1
13429,LKOH,2007-10-08,53689,B,T,0.04905848964041336,0.007172052477574125,2181.07
13432,LKOH,2007-10-08,53698,B,T,0.20419277345281966,0.011774464150189911,2182.21
13433,LKOH,2007-10-08,53701,B,T,4.532330549286231,0.0003481327373718356,2181.2
13446,LKOH,2007-10-08,53763,B,T,0.05665996908943234,0.002234122177802244,2182.5
13454,LKOH,2007-10-08,53792,B,T,0.027490149363140707,0.0016848958981985674,2182.6
13462,LKOH,2007-10-08,53813,B,T,44.40139494338333,0.004465010517009718,2183.1
13463,LKOH,2007-10-08,53823,B,T,40.07689410318051,0.001237868726128786,2183.46
13475,LKOH,2007-10-08,53863,B,T,0.00040419097539440063,0.003088564812562672,2183.01
13476,LKOH,2007-10-08,53869,B,T,0.9919131754864123,0.000782250435224316,2183.04
13484,LKOH,2007-10-08,53900,B,T,0.005038683346241249,0.0018671046343341259,2183.11
13503,LKOH,2007-10-08,53980,B,T,4.166666666666667,0.016515286082266954,2184.0
13507,LKOH,2007-10-08,53993,B,T,0.0023567974641607475,0.002633754767711117,2183.51
13515,LKOH,2007-10-08,54026,S,T,-99.99999999999999,0.005396939023641855,2184.49
13521,LKOH,2007-10-08,54054,B,T,-0.017697661139042527,0.0029068845580412575,2184.0
13546,LKOH,2007-10-08,54154,S,T,0.02038479157122586,0.0006501698416790717,2183.0
13562,LKOH,2007-10-08,54203,S,T,-43.63610544170235,0.0016471400201660004,2182.99
13563,LKOH,2007-10-08,54205,B,T,3.1890873545203293,0.006486144564881594,2173.0
13566,LKOH,2007-10-08,54211,B,T,2.453695827731437,0.0016140203804534679,2182.3
13582,LKOH,2007-10-08,54272,B,T,3.2299556319089544,9.3587751762178e-05,2182.0
13592,LKOH,2007-10-08,54309,B,T,3.0878077921692033,0.003740308157983331,2182.02
13596,LKOH,2007-10-08,54321,B,T,0.6241417294818472,0.008541221446562745,2185.0
13610,LKOH,2007-10-08,54379,S,T,0.0,0.011047672002047133,2182.0
13621,LKOH,2007-10-08,54422,B,T,0.710312597178157,0.005302603344110248,2181.0
13626,LKOH,2007-10-08,54449,B,T,0.49524007981898,0.004504934069981534,2180.31
13652,LKOH,2007-10-08,54545,B,T,100.0,0.008100994701114864,2179.22
13655,LKOH,2007-10-08,54563,B,T,100.0,0.004768941761761641,2179.24
13656,LKOH,2007-10-08,54573,S,T,-1.2250464057679038,0.0062914938810636565,2182.35
13659,LKOH,2007-10-08,54581,B,T,100.0,0.008529388509467014,2179.25
13662,LKOH,2007-10-08,54590,B,T,0.05965218189327682,0.0029536244710057632,2179.3
13663,LKOH,2007-10-08,54592,B,T,-0.00917473278590663,0.0033883726839793616,2179.9
13692,LKOH,2007-10-08,54765,B,T,59.54826001334645,0.01175051025581858,2177.35
13705,LKOH,2007-10-08,54807,B,T,10.25077039656478,0.02947436677554603,2177.45
13707,LKOH,2007-10-08,54819,B,T,-0.039399857546580284,0.020398157317633635,2176.15
13711,LKOH,2007-10-08,54832,B,T,-0.0004852918874453467,0.024103068270787155,2176.01
13712,LKOH,2007-10-08,54834,B,T,2.2962477612514083,0.011261462782206645,2175.57
13723,LKOH,2007-10-08,54864,S,T,-15.203386069260883,0.005828201918282428,2179.5
13726,LKOH,2007-10-08,54872,B,T,14.144961655066243,0.004392059530531073,2177.1
13749,LKOH,2007-10-08,54985,B,T,81.96541035655504,0.006822023697691449,2177.0
13754,LKOH,2007-10-08,55001,B,T,-2.2750225119191445e-06,0.0018566877792468642,2177.0
13757,LKOH,2007-10-08,55015,B,T,0.01695885035693922,0.00954962180000635,2187.0
13788,LKOH,2007-10-08,55119,B,T,0.00459537705068283,0.029145120975052237,2176.1
13791,LKOH,2007-10-08,55133,S,T,-0.31202362925111227,0.004042207292075079,2177.0
13800,LKOH,2007-10-08,55171,B,T,0.0004595567116060256,0.0020734181530749516,2176.01
13809,LKOH,2007-10-08,55201,B,T,0.5092682406869498,0.0035944439177046446,2175.0
13810,LKOH,2007-10-08,55206,B,T,0.053079215780135254,0.0077842802311381834,2176.1
13824,LKOH,2007-10-08,55258,S,T,0.00045977222884786964,0.0013015404133016539,2174.99
13825,LKOH,2007-10-08,55265,S,T,0.00965543877072638,0.003971568100606138,2174.94
13837,LKOH,2007-10-08,55316,B,T,13.59053774928158,0.010407926292740581,2174.39
13869,LKOH,2007-10-08,55458,B,T,25.00455539208554,2.9446408039020584e-05,2174.29
13874,LKOH,2007-10-08,55477,B,T,0.18237099986572677,0.002158099027358208,2174.5
13877,LKOH,2007-10-08,55490,B,T,0.0032197527229960803,0.017140436082462775,2174.09
13886,LKOH,2007-10-08,55515,B,T,0.008738886665841281,0.0019022845236789756,2174.19
13894,LKOH,2007-10-08,55561,S,T,-0.8304321435294513,0.0028967526682784394,2174.1
13897,LKOH,2007-10-08,55580,S,T,0.021139925994724078,0.010548726345017474,2173.52
13911,LKOH,2007-10-08,55654,S,T,-85.71422001743593,0.0062232327710707415,2174.49
13930,LKOH,2007-10-08,55752,B,T,100.0,0.014040914269369946,2173.52
13943,LKOH,2007-10-08,55810,S,T,-0.42254294662762426,0.006593484869339506,2178.9
13946,LKOH,2007-10-08,55818,B,T,0.024844148972876796,0.0009371647656270469,2173.55
13950,LKOH,2007-10-08,55828,B,T,2.118386800427754,0.001455511760382159,2175.12
13965,LKOH,2007-10-08,55884,B,T,99.60159362549801,0.004447892647109419,2174.0
13980,LKOH,2007-10-08,55924,S,T,-100.0,0.000503281853505514,2174.5
13981,LKOH,2007-10-08,55927,B,T,0.0013799257600033159,0.0004423005941166561,2174.03
13996,LKOH,2007-10-08,55972,B,T,20.841707945648192,0.0007472904621974026,2174.23
13999,LKOH,2007-10-08,55981,S,T,-31.341554376732507,0.001047748202680979,2179.9
14005,LKOH,2007-10-08,55997,B,T,-0.016063122487060096,4.4451890795482386e-05,2174.5
14027,LKOH,2007-10-08,56073,B,T,0.015805370131014268,0.005661040911529762,2175.01
14030,LKOH,2007-10-08,56083,B,T,0.006360065531676545,0.0033303243328505704,2175.03
14036,LKOH,2007-10-08,56101,B,T,16.058011213554806,0.0011967047443239654,2175.57
14046,LKOH,2007-10-08,56165,S,T,-7.690823502638146,0.0017052226636301987,2176.79
14047,LKOH,2007-10-08,56169,B,T,1.090311468294074,0.0019510879517944198,2176.0
14070,LKOH,2007-10-08,56275,S,T,0.0,0.00038057971479651465,2175.97
14073,LKOH,2007-10-08,56286,S,T,0.0009191387669745081,0.0025362026456262903,2175.95
14074,LKOH,2007-10-08,56290,B,T,1.5505957728420998,0.0035323301611064196,2181.85
14077,LKOH,2007-10-08,56301,S,T,-100.0,0.0019463052382876047,2175.88
14129,LKOH,2007-10-08,56479,B,T,36.14507222128897,0.004239436718071373,2176.1
14138,LKOH,2007-10-08,56532,B,T,39.97823733124496,0.00187239840225476,2177.0
14142,LKOH,2007-10-08,56557,S,T,-5.954971371827655,0.0011556774420178073,2176.7
14151,LKOH,2007-10-08,56589,B,T,0.0009294490817511669,0.0010131248373386025,2176.11
14155,LKOH,2007-10-08,56610,B,T,100.0,0.0069654382630155425,2176.5
14162,LKOH,2007-10-08,56646,S,T,-10.69498134786098,0.0037223607255667357,2178.94
14164,LKOH,2007-10-08,56651,S,T,-49.10901586362161,0.006103671232262834,2183.0
14168,LKOH,2007-10-08,56666,B,T,0.04866195826419402,0.002019787799174653,2177.1
14193,LKOH,2007-10-08,56788,B,T,24.999999999999993,0.0010280637780662274,2176.6
14195,LKOH,2007-10-08,56795,B,T,17.18568067770785,0.004119219016503967,2177.16
14199,LKOH,2007-10-08,56812,S,T,-0.001183888144312191,0.000813527181450738,2177.77
14215,LKOH,2007-10-08,56906,S,T,-99.15252680863541,0.0008082023571659312,2177.96
14225,LKOH,2007-10-08,56936,S,T,0.0023575763033504356,0.0014082265991542746,2177.95
14232,LKOH,2007-10-08,56958,B,T,0.21484781539728798,0.004212967717809786,2178.9
14233,LKOH,2007-10-08,56960,S,T,-0.0009187376544619325,0.00015994963900029113,2176.9
14235,LKOH,2007-10-08,56968,S,T,0.0050508760974025905,0.006298380167590917,2177.84
14265,LKOH,2007-10-08,57096,S,T,0.052533771480024014,0.0034006312351623933,2178.92
14274,LKOH,2007-10-08,57131,B,T,0.01810096329878334,0.005942821537877854,2177.0
14277,LKOH,2007-10-08,57143,B,T,-7.28728991601499e-05,0.0008780648143551147,2176.0
14285,LKOH,2007-10-08,57170,B,T,0.0001838201503647158,0.006003710054685704,2176.04
14295,LKOH,2007-10-08,57206,S,T,0.02267959991467366,0.002674842564590618,2177.6
14299,LKOH,2007-10-08,57227,S,T,-100.0,0.00124277283656651,2177.4
14308,LKOH,2007-10-08,57281,S,T,0.0028337188682399355,1.954014355316901e-05,2177.0
14319,LKOH,2007-10-08,57313,S,T,-0.0808073257493082,0.002287714201083409,2178.0
14340,LKOH,2007-10-08,57389,S,T,0.01377157546822104,0.005237348340737171,2178.4
14344,LKOH,2007-10-08,57399,B,T,0.0466234729664288,0.0032937018997855603,2177.02
14349,LKOH,2007-10-08,57411,S,T,0.03222699557176574,0.0047790548566995815,2178.3
14362,LKOH,2007-10-08,57460,S,T,0.02020202020202271,0.0007821207559645327,2178.0
14377,LKOH,2007-10-08,57536,S,T,-0.012565316661298962,0.011468366733554423,2175.5
14378,LKOH,2007-10-08,57540,B,T,1.2869755063770385,0.0009451722660472241,2177.11
14392,LKOH,2007-10-08,57583,B,T,1.1483581622452994,0.0007267421702049793,2177.8
14415,LKOH,2007-10-08,57693,B,T,0.0009298919712000945,0.0028537436621169326,2177.02
14418,LKOH,2007-10-08,57701,S,T,-74.98691327865993,0.005043895210927763,2177.78
14426,LKOH,2007-10-08,57725,B,T,0.0,0.0023098948922759418,2177.11
14428,LKOH,2007-10-08,57732,S,T,-2.063543485021392,0.002796690586552181,2178.2
14432,LKOH,2007-10-08,57745,S,T,-52.62566463871217,0.00115142992341198,2178.7
14437,LKOH,2007-10-08,57761,B,T,100.0,0.0017631791492015774,2177.23
14450,LKOH,2007-10-08,57818,B,T,18.235095306658703,0.00013882833486315968,2178.06
14462,LKOH,2007-10-08,57866,B,T,6.358650125049613,0.00018741711647637553,2178.0
14468,LKOH,2007-10-08,57893,S,T,-66.66666666666667,0.0023665185518991784,2178.21
14471,LKOH,2007-10-08,57904,B,T,0.006299018337365701,0.0011023857966448731,2177.21
14481,LKOH,2007-10-08,57959,B,T,0.05271104367482905,0.0027388861109617097,2178.5
14495,LKOH,2007-10-08,58023,S,T,-46.68353288235585,0.008204533297374845,2181.7
14496,LKOH,2007-10-08,58033,B,T,0.0,0.002620844709325998,2178.01
14499,LKOH,2007-10-08,58045,B,T,8.732905622872968,0.0037285930571763766,2179.2
14509,LKOH,2007-10-08,58075,B,T,0.0505072470071159,0.001775932819353154,2178.72
14532,LKOH,2007-10-08,58150,S,T,-0.024480644809091356,0.0015142555083496204,2179.04
14533,LKOH,2007-10-08,58152,S,T,0.008869722133021089,0.0021210107821219206,2179.7
14547,LKOH,2007-10-08,58227,B,T,0.0,0.0027031984933806007,2178.6
14554,LKOH,2007-10-08,58244,B,T,0.08080585475146523,0.008949990340977139,2178.06
14557,LKOH,2007-10-08,58251,S,T,-96.73790392833571,0.001045652803499901,2178.95
14569,LKOH,2007-10-08,58278,S,T,-4.044514636206696,0.0003918085758188607,2178.16
14597,LKOH,2007-10-08,58366,B,T,0.33375179889157935,0.0003005692834141202,2177.27
14606,LKOH,2007-10-08,58393,B,T,97.67441860465115,0.0008966916245165854,2177.56
14622,LKOH,2007-10-08,58479,S,T,0.04084629859102633,0.003763383274119831,2178.9
14630,LKOH,2007-10-08,58505,B,T,0.0,0.000988945483227922,2177.16
14652,LKOH,2007-10-08,58577,S,T,0.0,0.0023426815084146117,2177.16
14683,LKOH,2007-10-08,58686,B,T,14.175860634698198,0.0006272290607213241,2178.0
14707,LKOH,2007-10-08,58770,S,T,-71.41966943428108,0.004513233503320936,2177.95
14714,LKOH,2007-10-08,58804,B,T,4.819856809679756,0.0011962091700630628,2176.34
14724,LKOH,2007-10-08,58835,B,T,0.4028424237633654,0.0019744173986064066,2176.44
14738,LKOH,2007-10-08,58890,S,T,-100.0,0.06788232748743213,2176.3
14748,LKOH,2007-10-08,58917,B,T,5.497887299361373e-05,0.003753244177439538,2178.3
14762,LKOH,2007-10-08,58963,S,T,-0.017461229178637985,0.012575223482452417,2176.25
14765,LKOH,2007-10-08,58973,B,T,-0.01038752615310683,0.0013229954053561501,2177.0
14793,LKOH,2007-10-08,59078,B,T,19.057319365584817,0.001907110010997352,2173.77
14799,LKOH,2007-10-08,59095,S,T,-50.0,0.0021588306228387975,2174.0
14801,LKOH,2007-10-08,59113,S,T,-100.0,0.0009945418481507634,2174.78
14804,LKOH,2007-10-08,59121,B,T,19.999562148321175,0.0004170847618412027,2175.0
14810,LKOH,2007-10-08,59148,S,T,-0.00023000719921989677,0.0026819855598062686,2173.85
14813,LKOH,2007-10-08,59162,B,T,92.1114820522314,0.008778086063778527,2176.0
14816,LKOH,2007-10-08,59182,B,T,1.821930197043095,0.0008501569024722153,2174.0
14828,LKOH,2007-10-08,59234,B,T,0.0025836131906365467,0.004101709429223834,2174.51
14830,LKOH,2007-10-08,59242,S,T,-100.0,0.008436446428846153,2174.49
14838,LKOH,2007-10-08,59267,S,T,0.0,0.007674619928138018,2177.0
14844,LKOH,2007-10-08,59288,S,T,-100.0,0.0006828029919180593,2174.48
14846,LKOH,2007-10-08,59316,B,T,75.76972366427479,0.0010447846234646414,2176.49
14850,LKOH,2007-10-08,59333,B,T,-0.018398333111024325,0.009791845637134653,2174.11
14866,LKOH,2007-10-08,59387,S,T,-100.0,0.003958692251793889,2175.98
14893,LKOH,2007-10-08,59499,B,T,15.293769967353304,0.0016976529261481888,2176.0
14900,LKOH,2007-10-08,59537,S,T,-24.537010678464295,0.006034552782209394,2177.5
14902,LKOH,2007-10-08,59544,B,T,0.0004177788287327506,0.0077092127224573205,2176.01
14903,LKOH,2007-10-08,59547,B,T,24.52832806182607,0.007352930767343998,2176.12
14920,LKOH,2007-10-08,59607,B,T,3.699605797867386,0.0022181154492367924,2177.0
14928,LKOH,2007-10-08,59634,S,T,-100.0,0.002591950934349896,2176.98
14947,LKOH,2007-10-08,59678,B,T,51.23774719028702,0.001524675693496034,2175.67
14952,LKOH,2007-10-08,59693,S,T,0.004593688272309663,0.003949420817866781,2176.9
14960,LKOH,2007-10-08,59719,B,T,100.0,0.00012864086730684352,2174.5
14979,LKOH,2007-10-08,59779,S,T,0.00937157179634639,0.0002680145219533492,2176.9
14984,LKOH,2007-10-08,59791,B,T,93.75037711507684,0.00010413114906032066,2175.3
14993,LKOH,2007-10-08,59824,S,T,0.002202066265195478,0.00047493317355434486,2179.98
14998,LKOH,2007-10-08,59840,B,T,0.0027457336857652954,0.002877783892443055,2175.69
15008,LKOH,2007-10-08,59879,B,T,88.76404494382022,0.0037133075676692375,2176.1
15012,LKOH,2007-10-08,59907,S,T,0.0,0.002346911697070121,2175.69
15019,LKOH,2007-10-08,59925,S,T,-0.0689496667432774,0.0016709393974588458,2175.5
15020,LKOH,2007-10-08,59928,B,T,5.655417183525693,0.0012353555927437552,2176.0
15024,LKOH,2007-10-08,59945,B,T,0.0001452777468390314,0.0004295839953129797,2176.0
15032,LKOH,2007-10-08,59969,S,T,0.0,0.0008551957512215277,2176.0
15058,LKOH,2007-10-08,60060,B,T,-4.498425505081107e-05,0.008724504206421155,2173.61
15067,LKOH,2007-10-08,60089,S,T,0.030487233057424686,0.006027370773479323,2175.34
15083,LKOH,2007-10-08,60141,B,T,4.945262893524712,0.0038155937162104173,2174.0
15095,LKOH,2007-10-08,60193,B,T,0.01884421093083903,0.002206375770655292,2174.2
15117,LKOH,2007-10-08,60296,S,T,-100.0,0.005061700115692936,2175.2
15123,LKOH,2007-10-08,60315,B,T,96.52866480371978,0.00773317244481004,2174.26
15128,LKOH,2007-10-08,60333,S,T,-0.5728314593798408,0.006250652659697556,2176.02
15157,LKOH,2007-10-08,60464,B,T,-0.0167841898063383,0.0017443211374053953,2176.6
15158,LKOH,2007-10-08,60466,S,T,-100.0,0.026253504331686498,2176.01
15170,LKOH,2007-10-08,60499,S,T,0.00045955882353944296,0.03166502650327481,2176.0
15180,LKOH,2007-10-08,60544,B,T,-0.0017054621653899078,0.009920530645860147,2176.0
15186,LKOH,2007-10-08,60559,B,T,-0.004597722288395064,0.04796306869003378,2174.99
15203,LKOH,2007-10-08,60624,S,T,0.004597954829687571,0.001549802462875246,2174.88
15206,LKOH,2007-10-08,60638,B,T,5.667321499128851,0.0020272919863451953,2173.68
15217,LKOH,2007-10-08,60682,B,T,100.0,0.014829700748803553,2173.76
15220,LKOH,2007-10-08,60692,B,T,-0.00023562526024142633,0.008127846734134286,2173.77
15223,LKOH,2007-10-08,60706,B,T,0.006746396810788099,0.010840477255614019,2174.0
15234,LKOH,2007-10-08,60757,B,T,3.251800631053217,0.018855135315375263,2174.69
15235,LKOH,2007-10-08,60767,B,T,1.6967595552110801,0.007440182634788171,2175.0
15248,LKOH,2007-10-08,60816,B,T,0.014028438634782878,0.01964247659822197,2174.2
15249,LKOH,2007-10-08,60820,S,T,-43.45148411179096,0.0007284906012579858,2175.8
15259,LKOH,2007-10-08,60859,B,T,7.544951587481775,0.033752437508000346,2175.02
15278,LKOH,2007-10-08,60924,B,T,4.709730712581164e-06,0.002780750651840069,2176.6
15280,LKOH,2007-10-08,60928,B,T,0.00459537705068283,0.004482741162366997,2176.1
15289,LKOH,2007-10-08,60975,S,T,-10.000826913270577,0.003477113297091218,2176.77
15290,LKOH,2007-10-08,60977,B,T,100.00000000000001,0.007305805549973049,2176.61
15293,LKOH,2007-10-08,60996,B,T,100.0,0.0024925867574407522,2178.01
15303,LKOH,2007-10-08,61025,B,T,60.00716454103306,0.0021537591912101544,2177.39
15312,LKOH,2007-10-08,61083,B,T,0.006248646990240346,0.0028729026364723315,2179.79
15313,LKOH,2007-10-08,61089,B,T,100.0,0.0008191481439370913,2178.3
15315,LKOH,2007-10-08,61097,S,T,-100.0,5.396976968429107e-05,2179.49
15321,LKOH,2007-10-08,61118,S,T,-1.0,0.00013615944496823412,2179.0
15322,LKOH,2007-10-08,61123,B,T,14.246196793758626,0.00026583627876365016,2178.98
15335,LKOH,2007-10-08,61183,B,T,0.0008164014964064414,0.0017908931192909335,2179.09
15342,LKOH,2007-10-08,61213,S,T,-59.99100711172287,0.008587538090239846,2179.5
15343,LKOH,2007-10-08,61215,S,T,0.0008001747926691685,0.0032510900124200163,2174.01
15345,LKOH,2007-10-08,61221,B,T,3.225806451612903,0.005143829732231241,2179.1
15347,LKOH,2007-10-08,61233,S,T,0.003003199882999184,0.0008111224180478309,2179.0
15351,LKOH,2007-10-08,61247,B,T,2.498686115571372,0.000342159046801075,2179.51
15353,LKOH,2007-10-08,61254,B,T,0.0031997200413341046,0.0005021943464817097,2179.1
15362,LKOH,2007-10-08,61303,B,T,0.00045881872531983235,0.0016667282614746923,2179.51
15363,LKOH,2007-10-08,61306,S,T,-0.01125259760952971,0.0011608531913733307,2179.89
15371,LKOH,2007-10-08,61343,S,T,-1.9968985838673756,0.015133430309931915,2176.0
15375,LKOH,2007-10-08,61359,B,T,100.0,0.006708493146773487,2179.4
15376,LKOH,2007-10-08,61361,S,T,-100.0,0.005503735670334825,2179.8
15390,LKOH,2007-10-08,61430,S,T,0.0,0.008431052140591618,2179.5
15408,LKOH,2007-10-08,61478,S,T,-9.74657861244191,0.00048292210822706045,2179.89
15411,LKOH,2007-10-08,61490,B,T,5.064637849831043,0.004802815982022867,2177.2
15414,LKOH,2007-10-08,61496,S,T,0.18403781724722398,0.0009215461889252752,2178.9
15439,LKOH,2007-10-08,61582,B,T,-8.351969984217405e-05,0.0007974741505482563,2177.4
15440,LKOH,2007-10-08,61584,S,T,-100.0,0.00943002261320873,2178.6
15443,LKOH,2007-10-08,61593,B,T,0.0,0.002613298592947675,2178.78
15445,LKOH,2007-10-08,61597,B,T,-0.0004339730628873525,0.01109181183734195,2178.0
15448,LKOH,2007-10-08,61607,B,T,0.18201926616687691,0.00542855330692966,2179.0
15467,LKOH,2007-10-08,61688,B,T,54.04432884040056,0.002174029454931096,2176.01
15486,LKOH,2007-10-08,61755,B,T,100.0,0.0071190825989427015,2176.3
15488,LKOH,2007-10-08,61761,B,T,0.024355162605184437,0.0022649779215078766,2176.13
15489,LKOH,2007-10-08,61764,B,T,0.00459537705068283,0.04277135603053289,2176.1
15500,LKOH,2007-10-08,61793,B,T,17.73787865661896,0.006610225771436963,2177.6
15503,LKOH,2007-10-08,61804,B,T,0.001837213681728617,0.012866237100457258,2177.21
15507,LKOH,2007-10-08,61814,B,T,100.0,0.0007347968756259489,2177.28
15539,LKOH,2007-10-08,61920,S,T,-0.007669377414944656,0.004620008587622814,2176.31
15551,LKOH,2007-10-08,61969,S,T,0.0,0.0004630023169523542,2179.88
15555,LKOH,2007-10-08,61978,S,T,-1.4775315540645915,0.000769462481057596,2179.0
15559,LKOH,2007-10-08,61988,B,T,0.004772081109095881,0.00037271968554790136,2178.11
15564,LKOH,2007-10-08,62012,S,T,-97.55942009523329,0.0001411162460961527,2179.5
15587,LKOH,2007-10-08,62106,S,T,0.0065456503814645675,0.0008260458516416417,2178.99
15593,LKOH,2007-10-08,62123,B,T,27.564718548775726,0.006705045447828195,2179.63
15596,LKOH,2007-10-08,62130,B,T,0.23459521995023003,0.001106888426191383,2178.22
15600,LKOH,2007-10-08,62149,S,T,0.0004893663745321045,0.01063045963569132,2179.7
15601,LKOH,2007-10-08,62156,S,T,0.0,0.0027350219003346708,2177.43
15610,LKOH,2007-10-08,62192,S,T,4.968399601610082,0.0003961608765709086,2178.77
15619,LKOH,2007-10-08,62236,S,T,-100.0,0.00043624146391468046,2178.54
15626,LKOH,2007-10-08,62272,S,T,0.0,0.00032330775024734233,2178.11
15628,LKOH,2007-10-08,62278,B,T,-0.0060212787485521635,0.0011504941183939192,2178.0
15633,LKOH,2007-10-08,62299,B,T,0.0008162432404849224,0.006144306483691184,2178.0
15655,LKOH,2007-10-08,62374,B,T,-7.259157136371139e-05,0.002482658911994325,2179.7
15659,LKOH,2007-10-08,62391,S,T,-0.011116085284945296,2.0672374072721964e-05,2178.04
15679,LKOH,2007-10-08,62465,S,T,-41.54810425523205,0.004189552609949607,2179.5
15692,LKOH,2007-10-08,62513,B,T,0.01790304810869779,0.0019025791914389202,2178.4
15698,LKOH,2007-10-08,62535,B,T,100.0,0.009119978238193155,2178.5
15704,LKOH,2007-10-08,62560,B,T,77.77790925810449,0.005104713647911984,2178.43
15707,LKOH,2007-10-08,62568,S,T,-100.0,0.00011300987759049473,2179.48
15708,LKOH,2007-10-08,62572,B,T,0.7496579919753654,0.0032851158270682333,2181.5
15714,LKOH,2007-10-08,62599,B,T,0.0,0.0005485846828993857,2179.0
15727,LKOH,2007-10-08,62660,S,T,-4.542144845546418,0.00034957863618538,2178.01
15728,LKOH,2007-10-08,62667,S,T,-100.0,0.02099968203427886,2179.99
15729,LKOH,2007-10-08,62670,S,T,-0.000856964136782289,0.0010291696712117903,2180.0
15739,LKOH,2007-10-08,62705,B,T,100.00000000000001,0.0013500962674702223,2179.24
15745,LKOH,2007-10-08,62727,S,T,-19.98625451826153,0.0009510192398937457,2180.87
15752,LKOH,2007-10-08,62753,B,T,0.01376588812922415,0.0010222632053701883,2179.3
15756,LKOH,2007-10-08,62768,B,T,0.0028449476025054297,0.00030717219977302704,2179.31
15769,LKOH,2007-10-08,62806,B,T,0.03192774769814736,0.0001799307406217071,2179.4
15771,LKOH,2007-10-08,62812,S,T,0.011464734476749519,4.7997884569829583e-05,2180.6
15775,LKOH,2007-10-08,62824,S,T,0.005129614457557674,0.022459201461200715,2180.0
15826,LKOH,2007-10-08,63052,S,T,-2.7777777777777777,0.0004082920992336639,2183.5
15831,LKOH,2007-10-08,63068,S,T,0.13610933721978793,0.002389482423964393,2183.85
15834,LKOH,2007-10-08,63080,S,T,-93.63272708029724,0.004507861331218054,2182.01
